driver_id,age_first,grade_last,income_mean,income_max,income_min,income_last,quarterly_rating_mean,quarterly_rating_last,total_business_value_mean,total_business_value_sum,dateofjoining_first,lastworkingdate_last,target_max,tenure_months,income_increase,rating_increse,business_std,gender_first_1.0,city_first_C10,city_first_C11,city_first_C12,city_first_C13,city_first_C14,city_first_C15,city_first_C16,city_first_C17,city_first_C18,city_first_C19,city_first_C2,city_first_C20,city_first_C21,city_first_C22,city_first_C23,city_first_C24,city_first_C25,city_first_C26,city_first_C27,city_first_C28,city_first_C29,city_first_C3,city_first_C4,city_first_C5,city_first_C6,city_first_C7,city_first_C8,city_first_C9,education_level_first_1,education_level_first_2,joining_designation_first_2,joining_designation_first_3,joining_designation_first_4,joining_designation_first_5
57,0.4959378279866557,2,0.8866569820600171,0.8803536428664155,0.8881844378214997,0.8804039175325039,2.065775833234567,-0.528575889307677,1.9744259910841135,1.9949777820685453,2017-07-26,2020-07-21,1,1.1521876057671976,0,0,2.29644132041595,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
58,1.3533499456429354,2,-0.04402122719557871,-0.04754403785665076,-0.043228249030867937,-0.0474723753125763,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2018-10-15,2019-01-25,1,-0.5904485915897022,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
59,0.3244554044553998,1,-0.9751235805593005,-0.9758645954992673,-0.9750654147196728,-0.9757715353299682,-0.7870791861459044,-0.528575889307677,-0.5944669789384704,-0.4878887669233802,2019-01-06,2019-03-28,1,-0.6274509779845403,0,0,-0.5537982259680064,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
60,2.210762063299215,4,0.8751520731270978,1.0662080490087364,0.8106463036989677,1.0662540397635225,2.6875519272021053,0.706496919761586,3.8688998525963787,4.891814505857271,2016-09-17,,0,1.9891463456504404,1,0,2.749908378852654,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,-0.18999186613836805,1,-1.3931175991175275,-1.3926097997160072,-1.393389308028552,-1.392507133643208,-0.7870791861459044,-0.528575889307677,-1.0201180975052537,-0.5507871249974735,2018-05-04,2019-03-17,1,-0.21161463564255004,0,0,-0.2618225456581584,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
62,-1.0474039837946478,1,0.11110948035152583,0.10712319546884154,0.11202488539604488,0.10719129296045005,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-11-28,,0,-0.7120278611727416,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
63,-1.2188864073259038,3,1.2264317580113309,1.2191132951694361,1.2282273590440818,1.21915576148525,0.42904170352589893,0.706496919761586,0.4452472088241938,0.8445162276921682,2016-04-30,,0,2.2358289216160276,0,1,0.0994948702133011,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
64,-0.018509442607112108,2,0.256944362862201,0.2525223763075249,0.25797485865770864,0.25258712237364367,-0.7870791861459044,-0.528575889307677,-0.6080353684870415,-0.48139246985279643,2020-01-31,2020-06-19,1,-0.5234918923990427,0,0,-0.5388800187634123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
65,-0.8759215602633919,2,0.3642881675604367,0.35954547669702597,0.3654033775126948,0.359607755899545,1.2976994818629013,0.706496919761586,0.7540932015784985,0.7815543093565881,2018-07-31,2020-06-16,1,0.4385701538667482,0,0,0.13516669316065094,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
66,-1.0474039837946478,3,1.5924327779817722,1.5840208369979785,1.594517221653032,1.584054892259273,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-01-21,,0,-0.16227812044943257,0,0,-0.6828602175335401,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
67,1.0103850985804235,2,0.2385647848434053,0.2341977097936821,0.2395807757454292,0.23426287824013403,1.2976994818629013,1.9415697288308489,0.4684575647433239,0.8719545350560811,2019-01-04,,0,0.5108129082566703,0,1,0.2962692925149765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
68,-0.5329567132008799,3,0.7088699100705124,0.7030977340882824,0.7102570588815654,0.7031520944718244,2.3400888158673046,1.9415697288308489,1.8373030908067831,2.490146190914756,2015-10-18,,0,2.579422509568096,0,0,0.7320698793717836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69,-0.36147428966962397,2,0.18985890309359668,0.1856373435319987,0.19083645602788854,0.18570363128633355,0.35007281458617134,-0.528575889307677,0.24415113046887585,0.005845152573067859,2019-11-14,2020-09-12,1,-0.23628289323910878,0,0,0.4175164328076287,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
70,0.3244554044553998,1,-1.413723933703985,-1.4131545700574888,-1.414011904832127,-1.4130514304313544,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2018-10-08,2019-01-29,1,-0.571066389192406,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
71,1.6963147927054474,3,-0.18130253685904513,-0.18441520081773805,-0.1806178990910478,-0.18434038341748274,-0.7870791861459044,-0.528575889307677,-0.48433134645824016,-0.48195793700671363,2018-05-25,2019-02-15,1,-0.301477574030014,0,0,-0.4612644997649329,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
72,-0.8759215602633919,2,-0.6005336423993064,-0.6023937960498329,-0.6001798556728689,-0.6023093443166319,-0.7870791861459044,-0.528575889307677,-0.550771662355512,-0.4814319210495814,2020-10-18,,0,-0.6397851067828196,0,0,-0.4973276144795078,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
74,0.15297298092414383,2,-0.0005818014550019316,-0.004234393346049249,0.00024545846757723696,-0.0041637290816468435,-0.7870791861459044,-0.528575889307677,-0.4747164486391964,-0.4377408164768581,2020-05-01,2020-10-24,1,-0.4600592300078917,0,0,-0.4631591233767482,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
75,-1.3903688308571596,2,-0.6838779596460762,-0.6854891107414508,-0.6835899470327824,-0.6854027436758928,0.6027732591932994,0.706496919761586,0.1829603606830219,-0.24337134511701372,2020-07-21,2020-12-13,1,-0.5146818004002718,0,0,0.0568763027971926,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
77,-0.018509442607112108,2,0.16561199824572387,0.16146287963104458,0.16657041587822752,0.16152972460251125,1.9926257045325033,1.9415697288308489,0.9705625092576403,1.465521899749928,2018-05-18,,0,0.9178391585998895,0,0,0.551622497338296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
78,0.3244554044553998,4,1.651106046272543,1.642518810869092,1.6532367940268473,1.6425515177624,1.471431037530302,0.706496919761586,3.3410621710439954,4.267826980842518,2018-09-16,,0,0.7046349322296318,0,0,3.0293595675008977,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
79,-0.18999186613836805,4,1.9586812153486206,1.949175057029592,1.9610546969165705,1.9492006955504781,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2019-07-09,2019-08-09,1,-0.71555189797225,0,0,-0.6828602175335401,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
80,-0.7044391367321359,2,-0.08997017224256798,-0.09335570414125773,-0.08921345631156666,-0.09328298564635033,-0.7870791861459044,-0.528575889307677,-0.5806434775619201,-0.48584607162318316,2020-10-02,,0,-0.6115928123867524,0,0,-0.5359331173776193,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
81,0.8389026750491676,2,0.6342558923826705,0.6287066359907398,0.6355841569049847,0.6287627110759805,0.04683228105761798,-0.528575889307677,0.0028536349421208283,-0.1592361886402817,2018-06-12,2019-10-04,1,0.07383234511762968,0,0,-0.2383075834631145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
82,0.6674202515179116,3,1.052603364364336,1.0458042376404384,1.0542617825775615,1.04585069869948,-0.7870791861459044,-0.528575889307677,-0.6943313939259314,-0.5026457062540955,2020-04-11,2020-07-29,1,-0.5781144627914228,0,0,-0.6828602175335401,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
